season,round,circuitID,country,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,position,positionText,grid,points,driverID,nationality,constructorID,laps,status,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos
1990,1,phoenix,USA,False,True,False,False,True,1,1,5,9.0,senna,Brazilian,mclaren,72,Finished,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,2,2,4,6.0,alesi,French,tyrrell,72,Finished,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,3,3,9,4.0,boutsen,Belgian,williams,72,Finished,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,4,4,6,3.0,piquet,Brazilian,benetton,72,Finished,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,5,5,10,2.0,modena,Italian,brabham,72,Finished,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,6,6,11,1.0,satoru_nakajima,Japanese,tyrrell,71,+1 Lap,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,7,7,2,0.0,martini,Italian,minardi,71,+1 Lap,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,8,8,15,0.0,bernard,French,larrousse,71,+1 Lap,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,9,9,12,0.0,patrese,Italian,williams,71,+1 Lap,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,10,10,21,0.0,alboreto,Italian,arrows,70,+2 Laps,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,11,11,22,0.0,nannini,Italian,benetton,70,+2 Laps,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,12,12,20,0.0,schneider,German,arrows,70,+2 Laps,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,13,13,16,0.0,moreno,Brazilian,eurobrun,67,+5 Laps,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,14,14,25,0.0,gugelmin,Brazilian,leyton,66,+6 Laps,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,15,R,14,0.0,barilla,Italian,minardi,54,Physical,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,16,R,18,0.0,suzuki,Japanese,larrousse,53,Brakes,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,17,R,17,0.0,mansell,British,ferrari,49,Clutch,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,18,R,1,0.0,berger,Austrian,mclaren,44,Clutch,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,19,R,23,0.0,foitek,Swiss,brabham,39,Accident,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,20,R,8,0.0,grouillard,French,osella,39,Collision,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,21,R,3,0.0,cesaris,Italian,dallara,25,Engine,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,22,R,7,0.0,prost,French,ferrari,21,Oil leak,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,23,R,26,0.0,capelli,Italian,leyton,20,Electrical,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,24,R,24,0.0,warwick,British,team_lotus,6,Gearbox,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,25,R,13,0.0,larini,Italian,ligier,4,Throttle,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,26,R,19,0.0,donnelly,British,team_lotus,0,Gearbox,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,27,D,0,0.0,alliot,French,ligier,0,Disqualified,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,28,F,0,0.0,johansson,Swedish,onyx,0,Did not qualify,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,29,F,0,0.0,morbidelli,Italian,dallara,0,Did not qualify,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,30,F,0,0.0,lehto,Finnish,onyx,0,Did not qualify,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,31,F,0,0.0,tarquini,Italian,ags,0,Did not prequalify,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,32,F,0,0.0,dalmas,French,ags,0,Did not prequalify,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,33,F,0,0.0,langes,Italian,eurobrun,0,Did not prequalify,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,34,F,0,0.0,gary_brabham,Australian,life,0,Did not prequalify,0,0,0,0,0,0
1990,1,phoenix,USA,False,True,False,False,True,35,F,0,0.0,gachot,Belgian,coloni,0,Did not prequalify,0,0,0,0,0,0
1990,2,interlagos,Brazil,True,False,False,False,False,1,1,6,9.0,prost,French,ferrari,71,Finished,0,0,22,0,0,11
1990,2,interlagos,Brazil,True,False,False,False,False,2,2,2,6.0,berger,Austrian,mclaren,71,Finished,0,0,18,9,1,1
1990,2,interlagos,Brazil,True,False,False,False,False,3,3,1,4.0,senna,Brazilian,mclaren,71,Finished,9,1,1,9,1,1
1990,2,interlagos,Brazil,True,False,False,False,False,4,4,5,3.0,mansell,British,ferrari,71,Finished,0,0,17,0,0,11
1990,2,interlagos,Brazil,True,False,False,False,False,5,5,3,2.0,boutsen,Belgian,williams,70,+1 Lap,4,0,3,4,0,3
1990,2,interlagos,Brazil,True,False,False,False,False,6,6,13,1.0,piquet,Brazilian,benetton,70,+1 Lap,3,0,4,3,0,4
1990,2,interlagos,Brazil,True,False,False,False,False,7,7,7,0.0,alesi,French,tyrrell,70,+1 Lap,6,0,2,7,0,2
1990,2,interlagos,Brazil,True,False,False,False,False,8,8,19,0.0,satoru_nakajima,Japanese,tyrrell,70,+1 Lap,1,0,6,7,0,2
1990,2,interlagos,Brazil,True,False,False,False,False,9,9,8,0.0,martini,Italian,minardi,69,+2 Laps,0,0,7,0,0,6
1990,2,interlagos,Brazil,True,False,False,False,False,10,10,15,0.0,nannini,Italian,benetton,68,Puncture,0,0,11,3,0,4
1990,2,interlagos,Brazil,True,False,False,False,False,11,11,20,0.0,larini,Italian,ligier,68,+3 Laps,0,0,25,0,0,15
1990,2,interlagos,Brazil,True,False,False,False,False,12,12,10,0.0,alliot,French,ligier,68,+3 Laps,0,0,0,0,0,15
1990,2,interlagos,Brazil,True,False,False,False,False,13,13,4,0.0,patrese,Italian,williams,65,Oil pressure,0,0,9,4,0,3
1990,2,interlagos,Brazil,True,False,False,False,False,14,14,16,0.0,morbidelli,Italian,dallara,64,+7 Laps,0,0,28,0,0,13
1990,2,interlagos,Brazil,True,False,False,False,False,15,R,25,0.0,caffi,Italian,arrows,49,Clutch,0,0,0,0,0,8
1990,2,interlagos,Brazil,True,False,False,False,False,16,R,14,0.0,donnelly,British,team_lotus,43,Spun off,0,0,26,0,0,14
1990,2,interlagos,Brazil,True,False,False,False,False,17,R,12,0.0,modena,Italian,brabham,39,Spun off,2,0,5,2,0,5
1990,2,interlagos,Brazil,True,False,False,False,False,18,R,17,0.0,barilla,Italian,minardi,38,Engine,0,0,15,0,0,6
1990,2,interlagos,Brazil,True,False,False,False,False,19,R,26,0.0,dalmas,French,ags,28,Suspension,0,0,0,0,0,17
1990,2,interlagos,Brazil,True,False,False,False,False,20,R,24,0.0,warwick,British,team_lotus,25,Electrical,0,0,24,0,0,14
1990,2,interlagos,Brazil,True,False,False,False,False,21,R,18,0.0,suzuki,Japanese,larrousse,24,Suspension,0,0,16,0,0,7
1990,2,interlagos,Brazil,True,False,False,False,False,22,R,23,0.0,alboreto,Italian,arrows,24,Suspension,0,0,10,0,0,8
1990,2,interlagos,Brazil,True,False,False,False,False,23,R,22,0.0,foitek,Swiss,brabham,14,Transmission,0,0,19,2,0,5
1990,2,interlagos,Brazil,True,False,False,False,False,24,R,11,0.0,bernard,French,larrousse,13,Gearbox,0,0,8,0,0,7
1990,2,interlagos,Brazil,True,False,False,False,False,25,R,21,0.0,grouillard,French,osella,8,Collision,0,0,20,0,0,12
1990,2,interlagos,Brazil,True,False,False,False,False,26,R,9,0.0,cesaris,Italian,dallara,0,Collision,0,0,21,0,0,13
1990,2,interlagos,Brazil,True,False,False,False,False,27,F,0,0.0,johansson,Swedish,onyx,0,Did not qualify,0,0,0,0,0,16
1990,2,interlagos,Brazil,True,False,False,False,False,28,F,0,0.0,lehto,Finnish,onyx,0,Did not qualify,0,0,0,0,0,16
1990,2,interlagos,Brazil,True,False,False,False,False,29,F,0,0.0,capelli,Italian,leyton,0,Did not qualify,0,0,23,0,0,10
1990,2,interlagos,Brazil,True,False,False,False,False,30,F,0,0.0,gugelmin,Brazilian,leyton,0,Did not qualify,0,0,14,0,0,10
1990,2,interlagos,Brazil,True,False,False,False,False,31,F,0,0.0,tarquini,Italian,ags,0,Did not prequalify,0,0,0,0,0,17
1990,2,interlagos,Brazil,True,False,False,False,False,32,F,0,0.0,moreno,Brazilian,eurobrun,0,Did not prequalify,0,0,13,0,0,9
1990,2,interlagos,Brazil,True,False,False,False,False,33,F,0,0.0,gachot,Belgian,coloni,0,Did not prequalify,0,0,0,0,0,19
1990,2,interlagos,Brazil,True,False,False,False,False,34,F,0,0.0,langes,Italian,eurobrun,0,Did not prequalify,0,0,0,0,0,9
1990,2,interlagos,Brazil,True,False,False,False,False,35,F,0,0.0,gary_brabham,Australian,life,0,Did not prequalify,0,0,0,0,0,18
1990,3,imola,Italy,True,False,False,False,False,1,1,3,9.0,patrese,Italian,williams,61,Finished,0,0,12,6,0,4
1990,3,imola,Italy,True,False,False,False,False,2,2,2,6.0,berger,Austrian,mclaren,61,Finished,6,0,4,19,1,1
1990,3,imola,Italy,True,False,False,False,False,3,3,9,4.0,nannini,Italian,benetton,61,Finished,0,0,13,4,0,5
1990,3,imola,Italy,True,False,False,False,False,4,4,6,3.0,prost,French,ferrari,61,Finished,9,1,2,12,1,2
1990,3,imola,Italy,True,False,False,False,False,5,5,8,2.0,piquet,Brazilian,benetton,61,Finished,4,0,6,4,0,5
1990,3,imola,Italy,True,False,False,False,False,6,6,7,1.0,alesi,French,tyrrell,60,+1 Lap,6,0,3,7,0,3
1990,3,imola,Italy,True,False,False,False,False,7,7,10,0.0,warwick,British,team_lotus,60,+1 Lap,0,0,27,0,0,14
1990,3,imola,Italy,True,False,False,False,False,8,8,11,0.0,donnelly,British,team_lotus,60,+1 Lap,0,0,24,0,0,14
1990,3,imola,Italy,True,False,False,False,False,9,9,16,0.0,alliot,French,ligier,60,+1 Lap,0,0,16,0,0,10
1990,3,imola,Italy,True,False,False,False,False,10,10,20,0.0,larini,Italian,ligier,59,+2 Laps,0,0,15,0,0,10
1990,3,imola,Italy,True,False,False,False,False,11,11,26,0.0,barilla,Italian,minardi,59,+2 Laps,0,0,21,0,0,7
1990,3,imola,Italy,True,False,False,False,False,12,12,25,0.0,lehto,Finnish,onyx,59,+2 Laps,0,0,0,0,0,17
1990,3,imola,Italy,True,False,False,False,False,13,13,13,0.0,bernard,French,larrousse,56,Clutch,0,0,11,0,0,8
1990,3,imola,Italy,True,False,False,False,False,14,R,22,0.0,grouillard,French,osella,52,Wheel,0,0,28,0,0,16
1990,3,imola,Italy,True,False,False,False,False,15,R,5,0.0,mansell,British,ferrari,38,Engine,3,0,7,12,1,2
1990,3,imola,Italy,True,False,False,False,False,16,R,23,0.0,foitek,Swiss,onyx,35,Engine,0,0,25,0,0,17
1990,3,imola,Italy,True,False,False,False,False,17,R,14,0.0,modena,Italian,brabham,31,Brakes,2,0,8,2,0,6
1990,3,imola,Italy,True,False,False,False,False,18,R,17,0.0,cesaris,Italian,dallara,29,Wheel,0,0,29,0,0,12
1990,3,imola,Italy,True,False,False,False,False,19,R,12,0.0,gugelmin,Brazilian,leyton,24,Electrical,0,0,20,0,0,13
1990,3,imola,Italy,True,False,False,False,False,20,R,4,0.0,boutsen,Belgian,williams,17,Engine,6,0,5,6,0,4
1990,3,imola,Italy,True,False,False,False,False,21,R,15,0.0,suzuki,Japanese,larrousse,17,Clutch,0,0,23,0,0,8
1990,3,imola,Italy,True,False,False,False,False,22,R,1,0.0,senna,Brazilian,mclaren,3,Wheel,13,1,1,19,1,1
1990,3,imola,Italy,True,False,False,False,False,23,R,21,0.0,pirro,Italian,dallara,2,Spun off,0,0,0,0,0,12
1990,3,imola,Italy,True,False,False,False,False,24,R,18,0.0,capelli,Italian,leyton,0,Collision,0,0,0,0,0,13
1990,3,imola,Italy,True,False,False,False,False,25,R,19,0.0,satoru_nakajima,Japanese,tyrrell,0,Collision,1,0,9,7,0,3
1990,3,imola,Italy,True,False,False,False,False,26,R,24,0.0,moreno,Brazilian,eurobrun,0,Throttle,0,0,18,0,0,11
1990,3,imola,Italy,True,False,False,False,False,27,W,0,0.0,martini,Italian,minardi,0,Accident,0,0,10,0,0,7
1990,3,imola,Italy,True,False,False,False,False,28,F,0,0.0,caffi,Italian,arrows,0,Did not qualify,0,0,22,0,0,9
1990,3,imola,Italy,True,False,False,False,False,29,F,0,0.0,alboreto,Italian,arrows,0,Did not qualify,0,0,14,0,0,9
1990,3,imola,Italy,True,False,False,False,False,30,F,0,0.0,brabham,Australian,brabham,0,Did not qualify,0,0,0,2,0,6
1990,3,imola,Italy,True,False,False,False,False,31,F,0,0.0,gachot,Belgian,coloni,0,Did not prequalify,0,0,0,0,0,18
1990,3,imola,Italy,True,False,False,False,False,32,F,0,0.0,langes,Italian,eurobrun,0,Did not prequalify,0,0,0,0,0,11
1990,3,imola,Italy,True,False,False,False,False,33,F,0,0.0,giacomelli,Italian,life,0,Did not prequalify,0,0,0,0,0,19
1990,3,imola,Italy,True,False,False,False,False,34,F,0,0.0,tarquini,Italian,ags,0,Did not prequalify,0,0,0,0,0,15
1990,3,imola,Italy,True,False,False,False,False,35,F,0,0.0,dalmas,French,ags,0,Did not prequalify,0,0,26,0,0,15
1990,4,monaco,Monaco,True,False,False,False,False,1,1,1,9.0,senna,Brazilian,mclaren,78,Finished,13,1,1,25,1,1
1990,4,monaco,Monaco,True,False,False,False,False,2,2,3,6.0,alesi,French,tyrrell,78,Finished,7,0,5,8,0,5
1990,4,monaco,Monaco,True,False,False,False,False,3,3,5,4.0,berger,Austrian,mclaren,78,Finished,12,0,3,25,1,1
1990,4,monaco,Monaco,True,False,False,False,False,4,4,6,3.0,boutsen,Belgian,williams,77,+1 Lap,6,0,6,15,1,2
1990,4,monaco,Monaco,True,False,False,False,False,5,5,22,2.0,caffi,Italian,arrows,76,+2 Laps,0,0,26,0,0,11
1990,4,monaco,Monaco,True,False,False,False,False,6,6,24,1.0,bernard,French,larrousse,76,+2 Laps,0,0,14,0,0,9
1990,4,monaco,Monaco,True,False,False,False,False,7,7,20,0.0,foitek,Swiss,onyx,72,Collision,0,0,27,0,0,12
1990,4,monaco,Monaco,True,False,False,False,False,8,R,13,0.0,warwick,British,team_lotus,66,Spun off,0,0,13,0,0,7
1990,4,monaco,Monaco,True,False,False,False,False,9,R,7,0.0,mansell,British,ferrari,63,Battery,3,0,9,15,1,3
1990,4,monaco,Monaco,True,False,False,False,False,10,R,19,0.0,barilla,Italian,minardi,52,Gearbox,0,0,19,0,0,8
1990,4,monaco,Monaco,True,False,False,False,False,11,R,26,0.0,lehto,Finnish,onyx,52,Gearbox,0,0,20,0,0,12
1990,4,monaco,Monaco,True,False,False,False,False,12,R,18,0.0,alliot,French,ligier,47,Gearbox,0,0,16,0,0,10
1990,4,monaco,Monaco,True,False,False,False,False,13,R,4,0.0,patrese,Italian,williams,41,Distributor,9,1,4,15,1,2
1990,4,monaco,Monaco,True,False,False,False,False,14,R,12,0.0,cesaris,Italian,dallara,38,Engine,0,0,29,0,0,14
1990,4,monaco,Monaco,True,False,False,False,False,15,R,21,0.0,satoru_nakajima,Japanese,tyrrell,36,Spun off,1,0,11,8,0,5
1990,4,monaco,Monaco,True,False,False,False,False,16,R,2,0.0,prost,French,ferrari,30,Battery,12,1,2,15,1,3
1990,4,monaco,Monaco,True,False,False,False,False,17,R,16,0.0,nannini,Italian,benetton,20,Gearbox,4,0,8,10,0,4
1990,4,monaco,Monaco,True,False,False,False,False,18,R,25,0.0,brabham,Australian,brabham,16,Transmission,0,0,0,2,0,6
1990,4,monaco,Monaco,True,False,False,False,False,19,R,23,0.0,capelli,Italian,leyton,13,Brakes,0,0,0,0,0,15
1990,4,monaco,Monaco,True,False,False,False,False,20,R,17,0.0,larini,Italian,ligier,12,Differential,0,0,17,0,0,10
1990,4,monaco,Monaco,True,False,False,False,False,21,R,15,0.0,suzuki,Japanese,larrousse,11,Steering,0,0,28,0,0,9
1990,4,monaco,Monaco,True,False,False,False,False,22,R,8,0.0,martini,Italian,minardi,7,Electrical,0,0,12,0,0,8
1990,4,monaco,Monaco,True,False,False,False,False,23,R,11,0.0,donnelly,British,team_lotus,6,Gearbox,0,0,15,0,0,7
1990,4,monaco,Monaco,True,False,False,False,False,24,R,14,0.0,modena,Italian,brabham,3,Transmission,2,0,10,2,0,6
1990,4,monaco,Monaco,True,False,False,False,False,25,R,9,0.0,pirro,Italian,dallara,0,Engine,0,0,0,0,0,14
1990,4,monaco,Monaco,True,False,False,False,False,26,D,10,0.0,piquet,Brazilian,benetton,34,Disqualified,6,0,7,10,0,4
1990,4,monaco,Monaco,True,False,False,False,False,27,F,0,0.0,alboreto,Italian,arrows,0,Did not qualify,0,0,18,0,0,11
1990,4,monaco,Monaco,True,False,False,False,False,28,F,0,0.0,grouillard,French,osella,0,Did not qualify,0,0,25,0,0,16
1990,4,monaco,Monaco,True,False,False,False,False,29,F,0,0.0,gugelmin,Brazilian,leyton,0,Did not qualify,0,0,23,0,0,15
1990,4,monaco,Monaco,True,False,False,False,False,30,F,0,0.0,moreno,Brazilian,eurobrun,0,Did not qualify,0,0,22,0,0,13
1990,4,monaco,Monaco,True,False,False,False,False,31,F,0,0.0,tarquini,Italian,ags,0,Did not prequalify,0,0,0,0,0,17
1990,4,monaco,Monaco,True,False,False,False,False,32,F,0,0.0,dalmas,French,ags,0,Did not prequalify,0,0,0,0,0,17
1990,4,monaco,Monaco,True,False,False,False,False,33,F,0,0.0,langes,Italian,eurobrun,0,Did not prequalify,0,0,0,0,0,13
1990,4,monaco,Monaco,True,False,False,False,False,34,F,0,0.0,gachot,Belgian,coloni,0,Did not prequalify,0,0,0,0,0,18
1990,4,monaco,Monaco,True,False,False,False,False,35,F,0,0.0,giacomelli,Italian,life,0,Did not prequalify,0,0,0,0,0,19
1990,5,villeneuve,Canada,True,False,False,False,True,1,1,1,9.0,senna,Brazilian,mclaren,70,Finished,22,2,1,38,2,1
1990,5,villeneuve,Canada,True,False,False,False,True,2,2,5,6.0,piquet,Brazilian,benetton,70,Finished,6,0,7,10,0,5
1990,5,villeneuve,Canada,True,False,False,False,True,3,3,7,4.0,mansell,British,ferrari,70,Finished,3,0,9,15,1,3
1990,5,villeneuve,Canada,True,False,False,False,True,4,4,2,3.0,berger,Austrian,mclaren,70,Finished,16,0,2,38,2,1
1990,5,villeneuve,Canada,True,False,False,False,True,5,5,3,2.0,prost,French,ferrari,70,Finished,12,1,4,15,1,3
1990,5,villeneuve,Canada,True,False,False,False,True,6,6,11,1.0,warwick,British,team_lotus,68,+2 Laps,0,0,15,0,0,9
1990,5,villeneuve,Canada,True,False,False,False,True,7,7,10,0.0,modena,Italian,brabham,68,+2 Laps,2,0,11,2,0,7
1990,5,villeneuve,Canada,True,False,False,False,True,8,8,26,0.0,caffi,Italian,arrows,68,+2 Laps,2,0,10,2,0,6
1990,5,villeneuve,Canada,True,False,False,False,True,9,9,23,0.0,bernard,French,larrousse,67,+3 Laps,1,0,12,1,0,8
1990,5,villeneuve,Canada,True,False,False,False,True,10,10,24,0.0,capelli,Italian,leyton,67,+3 Laps,0,0,0,0,0,15
1990,5,villeneuve,Canada,True,False,False,False,True,11,11,13,0.0,satoru_nakajima,Japanese,tyrrell,67,+3 Laps,1,0,13,14,0,4
1990,5,villeneuve,Canada,True,False,False,False,True,12,12,18,0.0,suzuki,Japanese,larrousse,66,+4 Laps,0,0,29,1,0,8
1990,5,villeneuve,Canada,True,False,False,False,True,13,13,15,0.0,grouillard,French,osella,65,+5 Laps,0,0,28,0,0,16
1990,5,villeneuve,Canada,True,False,False,False,True,14,R,12,0.0,donnelly,British,team_lotus,57,Engine,0,0,17,0,0,9
1990,5,villeneuve,Canada,True,False,False,False,True,15,R,21,0.0,foitek,Swiss,onyx,53,Engine,0,0,16,0,0,11
1990,5,villeneuve,Canada,True,False,False,False,True,16,R,25,0.0,cesaris,Italian,dallara,50,Gearbox,0,0,27,0,0,14
1990,5,villeneuve,Canada,True,False,False,False,True,17,R,22,0.0,lehto,Finnish,onyx,46,Engine,0,0,22,0,0,11
1990,5,villeneuve,Canada,True,False,False,False,True,18,R,9,0.0,patrese,Italian,williams,44,Brakes,9,1,5,18,1,2
1990,5,villeneuve,Canada,True,False,False,False,True,19,R,17,0.0,alliot,French,ligier,34,Engine,0,0,18,0,0,12
1990,5,villeneuve,Canada,True,False,False,False,True,20,R,8,0.0,alesi,French,tyrrell,26,Spun off,13,0,3,14,0,4
1990,5,villeneuve,Canada,True,False,False,False,True,21,R,4,0.0,nannini,Italian,benetton,21,Spun off,4,0,8,10,0,5
1990,5,villeneuve,Canada,True,False,False,False,True,22,R,6,0.0,boutsen,Belgian,williams,19,Collision,9,0,6,18,1,2
1990,5,villeneuve,Canada,True,False,False,False,True,23,R,20,0.0,larini,Italian,ligier,18,Collision,0,0,19,0,0,12
1990,5,villeneuve,Canada,True,False,False,False,True,24,R,19,0.0,pirro,Italian,dallara,11,Collision,0,0,0,0,0,14
1990,5,villeneuve,Canada,True,False,False,False,True,25,R,14,0.0,alboreto,Italian,arrows,11,Collision,0,0,20,2,0,6
1990,5,villeneuve,Canada,True,False,False,False,True,26,R,16,0.0,martini,Italian,minardi,0,Spun off,0,0,14,0,0,10
1990,5,villeneuve,Canada,True,False,False,False,True,27,F,0,0.0,moreno,Brazilian,eurobrun,0,Did not qualify,0,0,24,0,0,13
1990,5,villeneuve,Canada,True,False,False,False,True,28,F,0,0.0,gugelmin,Brazilian,leyton,0,Did not qualify,0,0,25,0,0,15
1990,5,villeneuve,Canada,True,False,False,False,True,29,F,0,0.0,barilla,Italian,minardi,0,Did not qualify,0,0,21,0,0,10
1990,5,villeneuve,Canada,True,False,False,False,True,30,F,0,0.0,brabham,Australian,brabham,0,Did not qualify,0,0,0,2,0,7
1990,5,villeneuve,Canada,True,False,False,False,True,31,F,0,0.0,tarquini,Italian,ags,0,Did not prequalify,0,0,0,0,0,17
1990,5,villeneuve,Canada,True,False,False,False,True,32,F,0,0.0,dalmas,French,ags,0,Did not prequalify,0,0,0,0,0,17
1990,5,villeneuve,Canada,True,False,False,False,True,33,F,0,0.0,gachot,Belgian,coloni,0,Did not prequalify,0,0,0,0,0,18
1990,5,villeneuve,Canada,True,False,False,False,True,34,F,0,0.0,langes,Italian,eurobrun,0,Did not prequalify,0,0,0,0,0,13
1990,5,villeneuve,Canada,True,False,False,False,True,35,F,0,0.0,giacomelli,Italian,life,0,Did not prequalify,0,0,0,0,0,19
1990,6,rodriguez,Mexico,False,False,False,False,False,1,1,13,9.0,prost,French,ferrari,69,Finished,14,1,3,21,1,2
1990,6,rodriguez,Mexico,False,False,False,False,False,2,2,4,6.0,mansell,British,ferrari,69,Finished,7,0,8,21,1,2
1990,6,rodriguez,Mexico,False,False,False,False,False,3,3,1,4.0,berger,Austrian,mclaren,69,Finished,19,0,2,50,3,1
1990,6,rodriguez,Mexico,False,False,False,False,False,4,4,14,3.0,nannini,Italian,benetton,69,Finished,4,0,9,16,0,4
1990,6,rodriguez,Mexico,False,False,False,False,False,5,5,5,2.0,boutsen,Belgian,williams,69,Finished,9,0,7,18,1,3
1990,6,rodriguez,Mexico,False,False,False,False,False,6,6,8,1.0,piquet,Brazilian,benetton,69,Finished,12,0,5,16,0,4
1990,6,rodriguez,Mexico,False,False,False,False,False,7,7,6,0.0,alesi,French,tyrrell,69,Finished,13,0,4,14,0,5
1990,6,rodriguez,Mexico,False,False,False,False,False,8,8,12,0.0,donnelly,British,team_lotus,69,Finished,0,0,17,1,0,8
1990,6,rodriguez,Mexico,False,False,False,False,False,9,9,2,0.0,patrese,Italian,williams,69,Finished,9,1,6,18,1,3
1990,6,rodriguez,Mexico,False,False,False,False,False,10,10,11,0.0,warwick,British,team_lotus,68,+1 Lap,1,0,12,1,0,8
1990,6,rodriguez,Mexico,False,False,False,False,False,11,11,10,0.0,modena,Italian,brabham,68,+1 Lap,2,0,10,2,0,6
1990,6,rodriguez,Mexico,False,False,False,False,False,12,12,7,0.0,martini,Italian,minardi,68,+1 Lap,0,0,15,0,0,10
1990,6,rodriguez,Mexico,False,False,False,False,False,13,13,15,0.0,cesaris,Italian,dallara,68,+1 Lap,0,0,30,0,0,16
1990,6,rodriguez,Mexico,False,False,False,False,False,14,14,16,0.0,barilla,Italian,minardi,67,+2 Laps,0,0,22,0,0,10
1990,6,rodriguez,Mexico,False,False,False,False,False,15,15,23,0.0,foitek,Swiss,onyx,67,+2 Laps,0,0,16,0,0,11
1990,6,rodriguez,Mexico,False,False,False,False,False,16,16,24,0.0,larini,Italian,ligier,67,+2 Laps,0,0,19,0,0,12
1990,6,rodriguez,Mexico,False,False,False,False,False,17,17,17,0.0,alboreto,Italian,arrows,66,+3 Laps,0,0,21,2,0,7
1990,6,rodriguez,Mexico,False,False,False,False,False,18,18,22,0.0,alliot,French,ligier,66,+3 Laps,0,0,18,0,0,12
1990,6,rodriguez,Mexico,False,False,False,False,False,19,19,20,0.0,grouillard,French,osella,65,+4 Laps,0,0,26,0,0,14
1990,6,rodriguez,Mexico,False,False,False,False,False,20,20,3,0.0,senna,Brazilian,mclaren,63,Tyre,31,3,1,50,3,1
1990,6,rodriguez,Mexico,False,False,False,False,False,21,R,26,0.0,lehto,Finnish,onyx,26,Engine,0,0,23,0,0,11
1990,6,rodriguez,Mexico,False,False,False,False,False,22,R,25,0.0,bernard,French,larrousse,12,Brakes,1,0,13,1,0,9
1990,6,rodriguez,Mexico,False,False,False,False,False,23,R,19,0.0,suzuki,Japanese,larrousse,11,Collision,0,0,24,1,0,9
1990,6,rodriguez,Mexico,False,False,False,False,False,24,R,9,0.0,satoru_nakajima,Japanese,tyrrell,11,Collision,1,0,14,14,0,5
1990,6,rodriguez,Mexico,False,False,False,False,False,25,R,21,0.0,brabham,Australian,brabham,11,Electrical,0,0,0,2,0,6
1990,6,rodriguez,Mexico,False,False,False,False,False,26,R,18,0.0,pirro,Italian,dallara,10,Engine,0,0,0,0,0,16
1990,6,rodriguez,Mexico,False,False,False,False,False,27,D,0,0.0,moreno,Brazilian,eurobrun,0,Disqualified,0,0,27,0,0,15
1990,6,rodriguez,Mexico,False,False,False,False,False,28,F,0,0.0,capelli,Italian,leyton,0,Did not qualify,0,0,20,0,0,13
1990,6,rodriguez,Mexico,False,False,False,False,False,29,F,0,0.0,gugelmin,Brazilian,leyton,0,Did not qualify,0,0,28,0,0,13
1990,6,rodriguez,Mexico,False,False,False,False,False,30,F,0,0.0,caffi,Italian,arrows,0,Did not qualify,2,0,11,2,0,7
1990,6,rodriguez,Mexico,False,False,False,False,False,31,F,0,0.0,dalmas,French,ags,0,Did not prequalify,0,0,0,0,0,17
1990,6,rodriguez,Mexico,False,False,False,False,False,32,F,0,0.0,tarquini,Italian,ags,0,Did not prequalify,0,0,0,0,0,17
1990,6,rodriguez,Mexico,False,False,False,False,False,33,F,0,0.0,gachot,Belgian,coloni,0,Did not prequalify,0,0,0,0,0,18
